origin_file_name,category,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,46,47
20200915_TOMATO_Imprint_Organic_N_1_1.RAW,1,0.06489566237041133,0.2897404108796637,0.1461965590740011,0.06185298806421441,0.049030107122057964,0.03873183993850727,0.04143861806074368,0.06001820663203779,0.020803454652054302,0.03118594098972703,0.008007682669286382,0.0064983067930248105,0.008138080195459028,0.006284082285741178,0.0047330380270560165,0.014881004904123503,0.03581323936867989,0.003837412913080735,0.015989383876590997,0.0005622780545865614,8.186611605575917e-05,0.0006720864976793162,0.00040638928269595416,9.216065759570493e-05,0.0,0.0,0.0,0.0,0.0002887373793822883,0.0,0.0,0.0,0.0,0.0,0.00010931822682894786,0.0,0.0041369350502667756,0.00037893717192276545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200915_TOMATO_Imprint_Organic_N_1_2.RAW,1,0.06679681908470742,0.3140916586761416,0.1499877936150312,0.06466084878004781,0.05264074599150161,0.0448997409697262,0.04509499410760051,0.06694442320173968,0.023272085713333293,0.03624659054588522,0.009970998805833181,0.007657668256928226,0.008684671329603768,0.00656742728622159,0.004634014341767014,0.01645999148984566,0.03344402416570094,0.004625190449018489,0.017821812270701343,0.0008363089460546414,0.0002627559174005204,0.0006348300616299887,0.0005446302690895116,0.00010637692924610621,0.0,0.0,0.0,0.0,0.0002946199745479716,0.0,0.0,0.0,0.0,0.0,0.00010637692924610621,0.0,0.0035775982932630557,0.00034903397983054206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200915_TOMATO_Imprint_Organic_N_1_3.RAW,1,0.06747655295610211,0.31785627447404696,0.14578399306638115,0.0648822794664094,0.05495716490286855,0.04980597240278521,0.04934977714768647,0.0688528351167401,0.025484382690267638,0.04114090972373372,0.011142125460067964,0.00844887730671263,0.008672415923008594,0.006506640469509529,0.004732547810792209,0.01803211504787452,0.026301082985770004,0.005510521021453825,0.02172295329807698,0.001123085460381702,0.0005313944299667241,0.0005642389196417892,0.0009083707368342618,0.00010294541539945763,0.0,0.0,0.0,0.0,0.0002500102945415399,0.0,0.0,0.0,0.0,0.0,8.725849495763552e-05,0.0,0.002612362469827189,0.0002627559174005204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200915_TOMATO_Imprint_Organic_N_1_4.RAW,1,0.0712539143768665,0.34450884252096653,0.15040986981816898,0.06711369487763222,0.059131699540569314,0.05356102898354638,0.05262765721725796,0.07349684987028877,0.02793007163040047,0.046240139299853524,0.012544634190819621,0.009253812411883626,0.008555254235958735,0.006739493194817826,0.004718331539141808,0.019804246841536612,0.02516255571307838,0.006274768176728846,0.02465395633937868,0.0014338825716353027,0.000831896999680379,0.0008848403561715286,0.0012495612564438928,0.00011274974067559645,0.0,0.0,0.0,0.0,0.00024265705058443583,0.0,0.0,0.0,0.0,0.0,8.627806243002163e-05,0.0,0.002486376890028805,0.00025246137586057465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200915_TOMATO_Imprint_Organic_N_1_5.RAW,1,0.071204402534222,0.3341802309506862,0.14603209151749386,0.06586212373450671,0.05772830842054281,0.0538375109563335,0.05323601560064238,0.07366038601589477,0.028798734849866368,0.048595628447445874,0.012921610497687159,0.009643534341610145,0.008361618811754994,0.006763023575480559,0.0045786199039568294,0.019567962602381667,0.024245655213253878,0.006089466429009822,0.02506720864976793,0.0012863274762294134,0.0008343480809994137,0.0010363171816878734,0.0012328939034744568,0.00010098455034422986,0.0,0.0,0.0,0.0,0.0002421668343206289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002579517980152124,0.0002480494294863122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200915_TOMATO_Imprint_Organic_N_1_6.RAW,1,0.06803157580998433,0.32853632208385053,0.14485969030097318,0.06359698144433398,0.05521550887389481,0.0522629363169856,0.05210827308575451,0.07345145584426026,0.029159043803764467,0.048611805584151506,0.012802487945582072,0.009666084289745264,0.00887203198563078,0.006521346957423737,0.004603620933410983,0.018921367350420312,0.023324980048198062,0.006189470546826438,0.024567678276948657,0.0013539773206347713,0.0009799423113500752,0.001005433557068036,0.001288631492669306,9.559217144235351e-05,0.0,0.0,0.0,0.0,0.00020442018200749441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023746075818808225,0.00024069618552920806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200915_TOMATO_Imprint_Organic_N_1_7.RAW,1,0.06825869300500609,0.32463777920267306,0.1421789916839713,0.06490149594395063,0.05741942315271805,0.05355396986934756,0.05362867882795174,0.07187256730179085,0.029225713215642213,0.051085927067585135,0.013165247980799209,0.009733734134150622,0.009006253198661121,0.006930187321438726,0.004766862949258695,0.019675319964155388,0.023563715368672043,0.006167410814955126,0.024095109798638766,0.0013132893707387952,0.0010221009100374722,0.0010206302612460513,0.0013534871043709644,0.00010441606419087845,0.0,0.0,0.0,0.0,0.0002279505626702276,0.0,0.0,0.0,0.0,0.0,7.794438594530363e-05,0.0,0.0025010833779430136,0.00023971575300159417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200915_TOMATO_Imprint_Organic_N_1_8.RAW,1,0.06796225923028203,0.326878998939172,0.14207482072791233,0.06387816949325364,0.0564650701303387,0.05275217214826493,0.05334200035687744,0.0732603695446283,0.029633082930865782,0.05133838844344571,0.012902492063398689,0.009989136807594038,0.009286166685294885,0.0067140019490998645,0.004429594159759519,0.01933854139092002,0.023109284892123008,0.006095349024175505,0.023625482617911718,0.0013961359193221683,0.0008667023544106718,0.0008103274840728736,0.0014034891632792722,0.00010098455034422986,0.0,0.0,0.0,0.0,0.00024902986201392606,0.0,0.0,0.0,0.0,0.0,9.559217144235351e-05,0.0,0.0024231389919977097,0.00022157775124073735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200915_TOMATO_Imprint_Organic_N_1_9.RAW,1,0.06889219948272379,0.3230301149655182,0.14346409361954118,0.06483742467827107,0.05749942644697135,0.0535624996323378,0.0544448889071903,0.07228439798501507,0.030420860466803534,0.053597795203331904,0.013002986397479111,0.009947615490049591,0.009218516840889528,0.006983620894193682,0.004684016400675322,0.01939932820763208,0.023729408465838788,0.006174764058912229,0.02425639094943125,0.0013353491026101075,0.0008578784616621468,0.0009495489029940448,0.0013005437478798146,0.00010049433408042292,0.0,0.0,0.0,0.0,0.00022942121146164843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023584304451751935,0.00023677445541875255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
